,matchId,gameId,gameMode,gameVersion,championName,championId,teamPosition,win,allInPings,assistMePings,assists,baronKills,basicPings,champExperience,champLevel,championTransform,commandPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,dangerPings,deaths,detectorWardsPlaced,doubleKills,dragonKills,eligibleForProgression,enemyMissingPings,enemyVisionPings,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,getBackPings,goldEarned,goldSpent,holdPings,individualPosition,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,needVisionPings,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,onMyWayPings,participantId,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,profileIcon,pushPings,quadraKills,role,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerLevel,teamEarlySurrendered,timeCCingOthers,timePlayed,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionClearedPings,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,takedowns,goldPerMinute,damagePerMinute,baronTakedowns,dragonTakedowns,turretTakedowns.1,gameLength,killParticipation,visionScorePerMinute,jungleCsBefore10Minutes,enemyJungleMonsterKills,controlWardsPlaced,wardTakedowns,kda,teamDamagePercentage,maxCsAdvantageOnLaneOpponent,maxLevelLeadLaneOpponent,primaryStyle1,primaryStyle2,primaryStyle3,primaryStyle4,subStyle1,subStyle2
1101,KR_6908137968,6908137968,CLASSIC,14.1.553.2414,Orianna,61.0,MIDDLE,True,0,2.0,10,0,0,16081,16.0,0,4,4,6264,10745,6264,6875,0,0,2.0,1,0,True,0,2,False,False,False,False,False,False,0,15320,14600.0,0,MIDDLE,0,1,1,3089,6655,4646,4645,1056,3020,3364,20,1.0,12,TOP,0.0,12,2,1707,167309,26069,4762,1,4,1,0,1,0,0,11,3,0,18161,1200,4152,3506,1,0.0,DUO,0,167,99,58,9,4,4,4,12,386,False,20,1712,190183,27427,2131,9364,2139,0,234,370,0,1.0,0,4713,158,449,2,4,6,0,0,23,2,2,5,22.0,536.8774829687094,961.1357238092412,0.0,0.0,4.0,1712.2049742,0.5789473684210527,0.8395617209513082,0.0,0.0,2.0,2.0,22.0,0.2615903988361322,95.40000000596046,3.0,8229,8226,8233,8236,8313,8347
1102,KR_6941621001,6941621001,CLASSIC,14.3.558.8314,Graves,104.0,JUNGLE,True,0,1.0,3,1,0,20084,18.0,0,0,2,3583,70871,3583,19457,0,1,1.0,5,2,True,0,0,False,False,False,False,False,False,0,18736,16475.0,0,JUNGLE,1,1,0,3142,6676,3036,3047,3031,6673,3364,23,1.0,25,JUNGLE,809.0,25,4,229,1352,867,5970,0,209,0,0,0,0,0,8,7,0,289648,33212,19479,3378,0,1.0,NONE,0,137,16,57,11,18,11,4,4,88,False,22,1619,355866,36658,0,26737,18945,0,42,430,8,1.0,2,64865,2579,1287,1,1,1,0,0,20,1,4,1,28.0,694.2156023463125,1358.235458327429,1.0,3.0,1.0,1619.4023459,0.6222222222222222,0.7627481080083157,62.00000002980232,20.0,1.0,4.0,28.0,0.3594243364637001,136.0,5.0,8021,9111,9104,8014,8304,8347
1103,KR_6980831395,6980831395,CLASSIC,14.5.565.1230,Pantheon,80.0,MIDDLE,True,0,8.0,15,0,0,20737,18.0,0,24,3,2623,12541,2623,35166,0,8,2.0,3,0,True,6,0,False,False,False,False,False,False,2,17765,17200.0,0,MIDDLE,0,1,0,3153,3161,3071,3111,3026,6692,3363,30,5.0,16,MIDDLE,0.0,3,2,358,6887,1411,18974,0,4,0,0,1,0,0,46,8,0,172631,39598,11622,5491,0,0.0,SOLO,0,181,39,53,7,8,14,6,4,366,False,36,2180,195499,42472,0,33513,5839,0,183,112,302,1.0,0,15981,1462,2916,1,3,3,0,0,32,2,5,9,31.0,488.775042032119,1168.5460538073437,1.0,2.0,3.0,2180.7655022,0.5344827586206896,0.9033182642701562,0.0,0.0,2.0,5.0,3.875,0.2438467831166484,66.0,3.0,8005,9111,9105,8014,8210,8237
1104,KR_7046538699,7046538699,CLASSIC,14.8.578.3867,Lux,99.0,UTILITY,True,0,0.0,9,0,0,7923,11.0,0,3,5,2371,2371,2371,4455,0,1,2.0,1,0,True,3,1,True,False,False,False,False,True,0,6915,5950.0,0,UTILITY,0,0,0,2031,6655,3871,0,3020,3145,3364,18,2.0,4,BOTTOM,0.0,2,2,655,25409,11068,3057,0,0,0,0,0,0,0,0,5,0,5148,713,5550,23,0,0.0,SUPPORT,0,28,26,98,7,2,14,3,4,159,False,42,1203,31690,12027,745,8685,754,0,24,133,12,1.0,0,1132,246,77,0,2,1,0,0,40,2,3,20,13.0,344.7793090541859,599.6713394681918,0.0,0.0,2.0,1203.4291213,0.5909090909090909,2.0233556680402,0.0,0.0,2.0,3.0,13.0,0.2559340991249851,0.0,2.0,8229,8226,8210,8237,8345,8347
1105,KR_6966475672,6966475672,CLASSIC,14.4.562.1960,Jax,24.0,TOP,False,0,4.0,1,0,0,18130,17.0,0,1,3,7461,7461,7461,39040,0,11,0.0,2,0,True,0,5,False,False,False,False,False,True,5,15127,14983.0,0,TOP,0,0,3,3161,3078,3047,6610,3053,1029,3340,25,3.0,9,TOP,273.0,2,2,360,56678,9015,11564,0,0,0,0,0,0,0,4,1,0,144020,20002,38167,4568,0,0.0,SOLO,0,66,136,78,14,5,12,5,4,129,False,14,2140,203876,29185,0,50625,9230,0,246,117,347,1.0,0,3177,168,894,2,2,11,0,0,25,0,3,11,10.0,424.05580334547096,818.1144743561091,0.0,0.0,2.0,2140.4428837,0.3333333333333333,0.712158183392151,0.0,0.0,0.0,3.0,0.9090909090909092,0.3079267134177669,8.0,1.0,8008,9111,9104,8299,8473,8242
1106,KR_7008055939,7008055939,CLASSIC,14.6.570.6276,Sivir,15.0,BOTTOM,True,1,1.0,12,0,0,19144,18.0,0,4,6,8226,36440,8226,15056,0,6,1.0,2,1,True,1,0,False,False,False,False,False,True,0,20725,17605.0,0,BOTTOM,0,1,0,6675,3046,3087,3026,3006,3072,3363,26,5.0,23,BOTTOM,788.0,6,3,548,28239,1759,11138,0,22,0,0,0,0,0,3,9,0,290271,40625,16544,3160,3,0.0,CARRY,0,85,97,17,11,6,6,5,4,393,False,3,2057,321812,42955,0,29092,11922,0,283,68,142,1.0,2,3300,570,1408,3,6,4,0,0,16,1,0,6,35.0,604.3704316902466,1252.6232471451565,2.0,3.0,6.0,2057.5490323,0.7608695652173914,0.4691663249533477,0.0,0.0,1.0,0.0,5.833333333333333,0.33292466646734,97.00000002980232,4.0,8008,8009,9103,8014,8304,8345
1107,KR_6917131350,6917131350,CLASSIC,14.2.555.1545,Teemo,17.0,UTILITY,True,0,8.0,14,0,0,15431,16.0,0,1,4,2087,6478,2087,9544,0,16,2.0,0,0,True,53,0,False,False,False,False,False,False,2,11006,10050.0,0,UTILITY,2,2,0,3118,3871,4646,3020,3165,1052,3364,24,0.0,1,BOTTOM,0.0,0,1,316,62508,16942,17271,1,4,0,0,0,0,0,2,5,0,9600,940,12218,5117,0,0.0,SOLO,0,70,73,0,81,6,4,7,14,121,False,51,2275,78670,21028,0,31322,4231,0,61,467,379,1.0,0,6561,3146,1832,0,3,6,0,0,30,2,1,10,15.0,290.2772078046342,554.5892170838174,0.0,2.0,3.0,2275.0855079,0.3846153846153846,0.8026117499219879,0.0,1.0,2.0,1.0,0.9375,0.1282805663597197,43.75,1.0,8128,8126,8138,8106,8236,8210
1108,KR_6909366233,6909366233,CLASSIC,14.1.553.2414,Brand,63.0,JUNGLE,False,0,1.0,22,1,0,18788,18.0,0,10,9,370,22508,370,23504,0,12,7.0,0,1,True,0,0,False,False,False,False,False,True,0,12659,12100.0,0,JUNGLE,0,0,1,3116,2055,2421,3020,6653,3135,3364,28,0.0,2,JUNGLE,0.0,0,1,553,210606,40598,11751,0,158,0,1,0,0,0,24,7,0,21080,1338,28160,1160,1,0.0,NONE,0,131,135,87,12,7,4,25,11,194,False,40,2230,310134,45719,0,42169,14675,0,30,542,324,1.0,0,78446,3783,2256,0,0,9,0,0,31,8,4,9,24.0,340.5955828396594,1230.04353075812,1.0,1.0,0.0,2230.1442059,0.5333333333333333,0.8496746696055439,40.150000005960464,17.0,7.0,4.0,2.0,0.2614135375096174,1.399999976158142,2.0,8128,8126,8138,8135,8304,8347
1109,KR_6898785618,6898785618,CLASSIC,14.1.553.2414,RekSai,421.0,MIDDLE,True,0,3.0,7,0,0,14656,15.0,0,2,2,3132,8736,3132,17262,0,4,1.0,0,0,True,11,1,False,False,False,False,False,True,0,11876,10625.0,0,MIDDLE,0,0,0,3047,3748,3133,3053,1033,2021,3363,21,3.0,8,MIDDLE,0.0,3,1,393,62,62,6255,0,4,0,0,0,0,0,2,8,0,107581,14595,11799,4244,0,0.0,SOLO,0,116,85,56,7,4,14,4,3,560,False,25,1576,118617,17579,0,19252,7773,0,158,136,106,1.0,0,10974,2921,1196,2,2,2,0,0,16,1,3,8,15.0,451.9141798492009,668.9069008818942,1.0,0.0,2.0,1576.8809113,0.5555555555555556,0.6438927932748018,0.0,2.0,1.0,3.0,3.75,0.2466454689764097,13.0,2.0,8010,9111,9105,8014,8451,8473
1110,KR_6914026188,6914026188,CLASSIC,14.1.553.2414,Warwick,19.0,JUNGLE,False,0,1.0,5,0,0,15812,16.0,0,16,0,0,19800,0,28876,0,9,0.0,0,0,True,10,0,False,False,False,False,False,True,1,13291,12850.0,0,JUNGLE,0,0,0,3742,3077,3117,3153,3065,3051,3340,24,3.0,10,JUNGLE,0.0,2,1,284,50343,8337,10375,3,159,0,0,0,0,0,1,2,0,130137,7815,25633,5544,0,0.0,NONE,0,102,6,32,8,17,11,4,4,207,False,30,1967,241187,17682,0,37649,22128,0,23,281,205,1.0,0,60706,1529,1640,0,0,4,0,0,34,0,8,11,15.0,405.3571181601739,539.2787188636935,0.0,1.0,0.0,1967.382836,0.4285714285714285,1.0622807673048127,48.00000002980232,2.0,0.0,8.0,1.6666666666666667,0.1756677222405247,8.999999970197678,2.0,8005,9111,9104,8014,8105,8138
1111,KR_6962292582,6962292582,CLASSIC,14.4.561.3953,Irelia,39.0,MIDDLE,False,0,4.0,7,0,0,16818,17.0,0,32,3,2447,9696,2447,52620,0,10,1.0,2,0,True,14,8,False,True,False,False,False,False,17,16262,15125.0,0,MIDDLE,0,0,1,3111,3153,6610,3091,6333,2021,3363,31,5.0,15,MIDDLE,263.0,5,2,328,40778,13155,12472,0,8,0,1,0,0,0,41,3,0,163547,34203,31796,29,0,0.0,SOLO,0,258,25,93,11,5,12,6,4,375,False,26,1980,209815,48377,0,51254,18262,0,222,168,289,1.0,0,5489,1018,6985,0,0,7,0,0,21,1,4,6,22.0,492.6460816715003,1465.5326593260577,0.0,1.0,0.0,1980.6114075,0.5365853658536586,0.6535922624966453,0.0,1.0,1.0,8.0,2.2,0.3746501950850119,55.0,2.0,8010,8009,9104,8299,8347,8345
1112,KR_6934204598,6934204598,CLASSIC,14.2.556.3141,Fizz,105.0,MIDDLE,False,0,0.0,8,0,0,13861,15.0,0,0,7,0,1504,0,7642,0,9,5.0,0,0,True,2,0,False,False,False,False,False,True,4,11125,10975.0,0,MIDDLE,0,0,1,2420,1056,3100,4646,3020,1058,3364,24,1.0,6,TOP,0.0,3,1,505,78814,17064,3173,0,0,0,1,0,0,0,3,3,0,13067,2715,17544,5528,0,0.0,SOLO,0,32,72,73,11,4,4,5,14,451,False,14,1961,98288,21188,0,21515,2054,0,164,151,247,1.0,0,6405,1408,797,0,0,9,0,0,32,5,4,9,14.0,340.2767231370806,648.0852596150097,0.0,1.0,0.0,1961.6593962,0.4375,0.9881022993425354,0.0,0.0,5.0,4.0,1.5555555555555556,0.187541898692874,2.0,1.0,8112,8143,8138,8135,8014,9111
1113,KR_6913309195,6913309195,CLASSIC,14.1.553.2414,Vayne,67.0,BOTTOM,True,0,0.0,1,0,0,3846,7.0,0,0,2,362,362,362,1661,0,2,0.0,0,0,True,0,0,False,False,False,False,False,True,0,4237,4050.0,0,BOTTOM,0,0,0,1055,6699,1001,1042,0,0,3340,9,0.0,0,NONE,0.0,0,0,648,327,87,1278,0,0,0,0,0,0,0,0,4,0,19318,1579,2850,5799,0,0.0,SUPPORT,0,37,0,2,1,3,6,2,4,342,False,2,951,20948,1880,0,4459,819,0,82,2,22,1.0,0,1302,214,331,0,0,0,0,0,8,0,1,4,1.0,267.1037444202784,118.54952161094036,0.0,0.0,0.0,951.9250458,0.0454545454545454,0.5409796281909419,0.0,0.0,0.0,1.0,0.5,0.049343572704114,5.0,0.0,8008,9111,9104,8014,8429,8451
1114,KR_6992230716,6992230716,CLASSIC,14.5.565.1230,Zeri,221.0,BOTTOM,True,0,0.0,11,0,0,11178,13.0,0,4,2,16395,21562,16395,9137,0,6,1.0,2,0,True,8,0,False,False,False,False,False,False,0,15162,11725.0,0,BOTTOM,0,1,1,3748,2031,3087,3046,3006,3086,3363,20,4.0,13,BOTTOM,463.0,4,2,496,45347,9862,4062,0,12,0,0,1,0,0,2,9,0,143759,21151,13577,5675,0,0.0,CARRY,0,793,36,34,9,6,6,4,4,280,False,11,1670,206602,31749,0,18900,696,0,222,134,126,1.0,0,17496,736,1260,6,8,9,0,0,21,1,1,10,24.0,544.4713625201719,1140.0743473216562,0.0,1.0,8.0,1670.9265947,0.75,0.7790705350777047,0.0,3.0,1.0,4.0,4.0,0.4193665723905627,69.00000002980232,1.0,8008,9111,9104,8299,8429,8451
1115,KR_6898636408,6898636408,CLASSIC,14.1.553.2414,Talon,91.0,MIDDLE,True,2,1.0,7,0,0,19914,18.0,0,7,2,5190,8998,5190,16346,0,4,0.0,3,0,True,9,3,False,False,False,False,False,False,8,18396,15650.0,0,MIDDLE,0,1,1,7029,6699,3158,6701,6695,3814,3364,24,4.0,21,MIDDLE,761.0,8,2,898,277,157,11780,0,11,0,0,1,0,0,3,8,0,180592,46578,10803,29,0,0.0,SOLO,0,81,92,259,19,7,14,5,4,86,False,7,1943,186765,47820,0,23237,3504,0,199,158,128,1.0,0,5895,1084,654,2,3,6,0,0,10,0,4,1,28.0,567.92418283696,1476.238878035372,1.0,0.0,3.0,1943.5882034,0.6666666666666666,0.3336778207539334,0.0,2.0,0.0,4.0,7.0,0.402684904398197,2.200000017881393,2.0,8112,8143,8138,8106,8233,8275
1116,KR_6894852985,6894852985,CLASSIC,14.1.552.7117,Ezreal,81.0,BOTTOM,True,0,0.0,5,0,0,12250,14.0,0,9,5,2813,7983,2813,14547,0,5,1.0,0,0,True,0,2,False,False,False,False,False,False,2,10336,8258.0,0,BOTTOM,0,1,1,3078,3158,1036,3042,1055,1036,3363,20,0.0,3,BOTTOM,0.0,0,1,740,17505,6547,3060,0,1,0,0,1,0,0,2,4,0,104953,11004,16344,4800,0,0.0,CARRY,0,250,50,25,15,5,7,3,4,419,False,1,1769,142724,17760,0,19732,6353,763,193,15,119,3.0,0,20265,208,327,0,3,8,0,0,25,1,7,11,8.0,350.38001353026,602.0189797967512,0.0,2.0,3.0,1770.0489231,0.3636363636363636,0.8563547885225231,0.0,0.0,1.0,7.0,1.6,0.2108958827130646,2.0,1.0,8005,8009,9103,8014,8304,8345
1117,KR_6919345378,6919345378,CLASSIC,14.2.556.3141,Samira,360.0,BOTTOM,True,0,9.0,5,0,0,19524,18.0,0,13,4,4961,21034,4961,42667,0,10,0.0,5,0,True,1,0,False,True,False,False,False,False,0,21123,24380.0,0,BOTTOM,2,3,0,6676,3140,3031,3111,6673,3036,3363,29,3.0,20,BOTTOM,952.0,6,3,646,35859,5426,24635,1,48,0,0,0,0,0,12,4,0,299397,41517,35832,3382,0,0.0,CARRY,0,220,27,57,7,5,7,6,4,173,False,6,2418,340015,47780,0,61235,27607,549,238,24,382,4.0,2,4758,836,767,2,2,5,0,0,22,0,2,11,25.0,524.139819756617,1185.5798479803311,1.0,1.0,2.0,2418.0891226,0.5555555555555556,0.5611542728983434,0.0,14.0,0.0,10.0,2.5,0.272783807091171,39.0,1.0,8010,9111,9103,8299,8135,8139
1118,KR_7056103551,7056103551,CLASSIC,14.9.580.2108,Akshan,166.0,MIDDLE,False,0,0.0,2,0,0,20172,18.0,0,9,10,6059,27084,6059,33970,0,10,5.0,3,0,True,4,1,False,False,False,False,False,True,0,20635,19075.0,0,MIDDLE,0,0,1,3302,6672,3111,6676,3091,3153,3364,33,6.0,22,MIDDLE,762.0,6,3,304,24556,6363,9771,0,0,0,0,0,0,0,5,3,0,188569,35073,25126,508,0,0.0,CARRY,0,71,37,177,10,4,12,5,4,287,False,5,2250,218780,42840,0,37167,8216,0,200,59,406,1.0,1,5654,1403,2269,1,1,9,0,0,29,5,0,11,24.0,550.0301760885574,1141.8604944930428,1.0,1.0,1.0,2251.0632838,0.5714285714285714,0.7783020378510789,0.0,0.0,5.0,0.0,2.4,0.2818313337772196,62.599999994039536,3.0,8005,8009,9104,8014,8473,8451
1119,KR_6938355141,6938355141,CLASSIC,14.3.558.8314,Shen,98.0,TOP,True,1,0.0,6,0,0,7402,11.0,0,4,5,1025,1025,1025,9821,0,1,1.0,0,0,True,3,1,False,False,False,False,False,True,0,5082,4350.0,0,TOP,0,0,0,1054,0,3084,1001,1029,0,3340,14,1.0,3,NONE,0.0,2,1,384,4566,4155,2190,0,0,0,0,0,0,0,1,1,0,14460,4853,7800,6439,1,0.0,SUPPORT,0,32,12,15,1,2,4,2,12,129,False,23,915,28236,9008,272,10425,793,0,50,113,12,1.0,0,9209,0,434,0,0,0,0,0,13,2,0,4,9.0,333.22303244737026,590.6494753647921,0.0,0.0,0.0,915.1224942,0.4736842105263157,0.8553048439396589,0.0,0.0,1.0,0.0,9.0,0.2414630706513758,6.0,1.0,8439,8401,8444,8453,9105,9111
1120,KR_6897371737,6897371737,CLASSIC,14.1.552.9668,Leona,89.0,UTILITY,True,0,0.0,0,0,0,0,1.0,0,0,2,0,0,0,0,0,0,0.0,0,0,False,0,0,False,False,False,False,True,False,0,518,500.0,0,UTILITY,0,0,0,3865,2003,0,0,0,0,3340,4,0.0,0,NONE,0.0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,10,0,368,0,0,5983,0,0.0,SUPPORT,0,1,0,0,0,0,14,0,4,436,False,0,117,398,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,264.5414775808398,0.0,0.0,0.0,0.0,117.6496109,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,8439,8446,8473,8451,8304,8321
1121,KR_6903641060,6903641060,CLASSIC,14.1.553.2414,Warwick,19.0,JUNGLE,False,0,8.0,0,0,0,4899,8.0,0,4,1,0,3933,0,10090,0,6,0.0,0,0,True,1,0,False,False,False,False,False,True,0,4988,4700.0,0,JUNGLE,0,0,0,1103,2003,6610,3111,0,0,3513,9,0.0,2,NONE,161.0,0,1,213,17321,2185,4750,1,65,0,0,0,1,0,0,7,0,22283,903,12818,2,0,0.0,SUPPORT,0,50,7,33,4,5,11,3,4,40,False,9,1030,65960,3223,0,17788,9181,0,2,188,81,1.0,0,26354,134,220,0,0,3,0,0,9,0,2,4,2.0,290.5374782152404,187.70923924091315,0.0,0.0,0.0,1030.2676242,0.6666666666666666,0.5376427329881361,40.00000002980232,3.0,0.0,2.0,0.3333333333333333,0.1500496583787228,4.0,1.0,8008,9111,9104,8299,8234,8232
1122,KR_6921304672,6921304672,CLASSIC,14.2.556.3141,Ashe,22.0,UTILITY,False,0,0.0,9,0,0,7401,11.0,0,2,2,0,1748,0,7059,0,8,0.0,0,0,True,3,3,False,False,False,False,False,True,0,6857,6350.0,0,UTILITY,0,0,0,3869,2031,6672,1043,1057,3006,3340,16,1.0,3,BOTTOM,171.0,2,1,235,2120,1187,5694,0,0,0,0,0,0,0,13,10,0,36318,10009,10505,4862,0,0.0,SUPPORT,0,10,51,5,7,3,4,5,3,246,False,45,1310,41750,11891,0,16764,684,0,45,464,161,1.0,0,3311,694,564,0,0,5,0,0,18,0,0,9,12.0,313.8511009469644,544.2350928238155,0.0,1.0,0.0,1310.9652615,0.4444444444444444,0.8674826130148193,0.0,0.0,0.0,1.0,1.5,0.1894562612082393,18.0,1.0,9923,8126,8136,8106,8410,8345
1123,KR_7000956994,7000956994,CLASSIC,14.6.569.5139,Yasuo,157.0,BOTTOM,True,0,2.0,2,0,0,8694,12.0,0,1,1,1731,1731,1731,11790,0,2,0.0,0,0,True,9,0,False,False,False,False,False,True,4,8030,7000.0,0,BOTTOM,0,0,0,1054,3153,3006,1018,6670,1042,3340,14,1.0,2,BOTTOM,362.0,2,1,638,8271,919,5392,0,1,0,0,0,0,0,2,9,0,67765,5180,4015,6,0,0.0,CARRY,0,185,20,86,2,3,3,2,4,213,False,10,1347,85724,6339,0,9696,1703,0,162,117,42,1.0,0,9688,240,287,1,1,0,0,0,10,0,0,7,4.0,357.4858683517976,282.22553224382773,0.0,0.0,1.0,1347.8409756,0.2,0.4759729708673549,0.0,4.0,0.0,0.0,2.0,0.118423840428285,27.0,1.0,8008,9111,9104,8299,8473,8451
1124,KR_7017953042,7017953042,CLASSIC,14.7.571.9528,Senna,235.0,BOTTOM,True,0,1.0,7,0,0,8527,11.0,0,3,1,155,2575,155,5594,0,4,0.0,0,0,True,0,0,False,False,False,False,False,True,0,8704,7350.0,0,BOTTOM,0,0,0,1055,3009,6672,3046,0,0,3340,13,2.0,7,BOTTOM,348.0,4,1,625,549,69,2916,0,4,0,0,0,0,0,8,9,0,67587,12884,7869,25,0,0.0,CARRY,0,45,26,7,4,5,6,3,4,210,False,18,1273,71257,12954,507,10872,5592,1763,125,148,60,4.0,0,3120,0,86,0,0,0,0,0,10,0,3,3,14.0,410.00813220761233,610.2168767886321,0.0,1.0,0.0,1273.7757069,0.4666666666666667,0.4835449651033313,0.0,0.0,0.0,3.0,3.5,0.1848518839047861,1.0,1.0,8021,8009,9104,8017,8429,8451
1125,KR_6965746757,6965746757,CLASSIC,14.4.562.1960,Sylas,517.0,MIDDLE,False,1,0.0,2,0,0,11047,13.0,0,1,3,1962,1962,1962,12385,0,9,0.0,0,0,True,16,0,False,False,True,False,False,True,5,10116,9925.0,0,MIDDLE,0,0,3,2420,1056,4646,4645,3020,1052,3364,19,2.0,7,MIDDLE,0.0,3,1,278,78720,16167,10761,2,0,0,0,0,0,0,3,3,0,9516,1958,13526,6,0,0.0,SOLO,0,46,44,125,16,3,12,3,4,150,False,14,1425,88421,18126,0,25431,4005,0,131,235,228,1.0,0,184,0,1142,0,1,9,0,0,10,1,1,4,9.0,425.7964345120081,762.9287387708732,0.0,0.0,1.0,1425.5117312,0.6,0.4245239024382895,0.0,0.0,0.0,1.0,1.0,0.3029458155000134,14.0,1.0,8112,8143,8138,8105,8237,8210
1126,KR_6992109300,6992109300,CLASSIC,14.5.565.1230,Ahri,103.0,MIDDLE,False,0,0.0,12,0,0,18987,18.0,0,18,8,4678,8503,4678,19458,0,7,6.0,1,0,True,1,0,False,False,False,False,False,False,0,14709,14500.0,0,MIDDLE,0,0,3,4645,3157,1052,4646,3111,3118,3364,31,1.0,6,MIDDLE,0.0,6,2,1078,108179,15572,10237,0,4,0,1,0,0,0,6,3,0,20531,1310,15607,4633,0,0.0,DUO,0,120,112,30,42,6,12,4,4,443,False,14,2240,179518,22225,0,25984,6864,0,223,141,149,1.0,0,50808,5342,140,2,2,10,0,0,18,6,3,6,18.0,393.92394741382464,595.2089343269621,0.0,1.0,2.0,2240.4620141,0.5454545454545454,0.5020811231379346,0.0,0.0,6.0,3.0,2.571428571428572,0.1644487103504293,21.0,1.0,8112,8139,8138,8106,8210,8226
1127,KR_6922068178,6922068178,CLASSIC,14.2.556.3141,Maokai,57.0,UTILITY,True,0,0.0,22,0,0,13349,15.0,0,3,6,1026,3102,1026,45639,0,7,3.0,1,0,True,2,0,False,False,False,False,False,False,8,11409,8875.0,0,UTILITY,0,3,0,3076,6662,1057,3869,3068,3111,3364,26,1.0,3,BOTTOM,3.0,2,2,962,51851,15246,17644,0,2,0,0,1,0,0,5,5,0,10712,3621,19609,6431,0,0.0,SUPPORT,0,69,28,91,14,9,14,6,4,116,False,105,2248,70598,20642,0,37731,11517,1721,42,1328,252,5.0,0,8034,1774,478,0,3,4,0,0,84,3,6,30,25.0,304.4404387221581,550.7949237751492,1.0,1.0,3.0,2248.6335368,0.5555555555555556,2.251256345666199,0.0,2.0,3.0,6.0,3.571428571428572,0.1335615308357096,6.0,1.0,8439,8463,8429,8451,9105,9111
1128,KR_7002845008,7002845008,CLASSIC,14.6.570.6276,Khazix,121.0,JUNGLE,False,0,1.0,4,0,0,11477,14.0,0,1,1,0,8558,0,14198,0,5,0.0,0,0,True,0,0,False,False,False,False,False,False,2,10849,9300.0,0,JUNGLE,0,0,3,3814,3142,3158,6701,0,0,3364,14,2.0,6,JUNGLE,0.0,2,1,592,332,332,8885,0,105,0,1,0,0,0,3,7,0,115932,11833,18158,4631,0,0.0,NONE,0,134,80,39,17,16,11,5,4,57,False,4,1571,164184,12609,0,27153,12396,0,45,200,154,1.0,0,47918,443,109,0,0,11,0,0,12,0,1,2,10.0,414.1124751662556,481.2726494693446,0.0,0.0,0.0,1571.9817795,0.4545454545454545,0.4683674433948396,44.000000059604645,6.0,0.0,1.0,2.0,0.1907592956356016,22.0,2.0,8369,8304,8321,8347,8143,8135
1129,KR_7010323825,7010323825,CLASSIC,14.6.570.6276,Yasuo,157.0,MIDDLE,False,0,2.0,5,0,0,13387,15.0,0,0,6,3072,3415,3072,30328,0,10,0.0,0,1,True,7,8,False,False,False,False,False,True,4,9390,9300.0,0,MIDDLE,0,0,2,3153,3006,1028,3091,1031,2022,3340,24,0.0,2,MIDDLE,0.0,0,1,367,16224,2135,6988,0,9,0,0,0,1,0,9,8,0,107339,14794,16789,6334,0,0.0,SOLO,0,246,10,104,11,6,14,2,4,271,False,29,1775,131028,17822,0,24356,2281,0,178,145,305,1.0,0,7465,892,578,1,1,10,0,0,22,0,3,10,7.0,317.3359250190343,602.286928962077,0.0,1.0,1.0,1775.4935581,0.2592592592592592,0.7564659139022444,0.0,0.0,0.0,3.0,0.7,0.2014189909436484,4.0,1.0,8008,9111,9104,8299,8473,8242
1130,KR_6899261369,6899261369,CLASSIC,14.1.553.2414,Lucian,236.0,BOTTOM,False,0,0.0,1,0,0,14321,15.0,0,0,2,5582,5582,5582,11295,0,12,0.0,0,0,True,7,0,False,False,False,False,False,False,0,12821,12850.0,0,BOTTOM,0,0,3,3094,6675,6672,3006,3035,1018,3340,26,0.0,3,BOTTOM,426.0,0,1,385,8421,2401,10924,0,4,0,1,0,0,0,0,9,0,172991,17558,14190,6330,0,0.0,CARRY,0,90,37,40,15,6,7,3,4,43,False,1,1990,186422,20079,0,26323,3069,216,232,33,350,2.0,0,5009,120,1208,2,2,11,0,0,18,0,1,11,4.0,386.5578173040344,605.3795032748386,0.0,0.0,2.0,1990.1403165,0.25,0.5516551193137944,0.0,0.0,0.0,1.0,0.3333333333333333,0.2012486906614205,19.99999997019768,1.0,8005,8009,9103,8014,8304,8345
